key_name,ko_kr
412,"[412] 북카프카스 지역의 비공식 유통 화폐를 말하며 ‘붕괴 결정'이라고도 불린다. 
　　붕괴 방사능 영향으로 변형된 광물 결정 군집으로, 주로 옅은 푸른색을 띠며, 옐로존에서 발견되는 경우가 많아 채굴이 어렵다. 방사능 함량은 안전한 수준이며, 높은 산업적 가치를 지니고 있어 암시장 에서 널리 유통된다. 종종 비공식 거래에서 교환 수단 으로 사용된다."
413,"[413] 북카프카스 지역의 비공식 유통 화폐를 말하며 ‘붕괴 결정'이라고도 불린다. 
　　붕괴 방사능 영향으로 변형된 광물 결정 군집으로, 주로 옅은 푸른색을 띠며, 옐로존에서 발견되는 경우가 많아 채굴이 어렵다. 방사능 함량은 안전한 수준이며, 높은 산업적 가치를 지니고 있어 암시장 에서 널리 유통된다. 종종 비공식 거래에서 교환 수단 으로 사용된다."
430,[430] 바르샤바 사건
432,"[432] 2088년 1월 6일, 한 연구소에서 의학 연구용 실험 장비 및 백신을 이송하던 중, 남련 특수작전 부대의 기습을 받았다. 이 과정에서 정체불명의 위험한 무기가 투하되었으며, 그로 인해 발샤 지역 주민들이 오염되어 대규모 사망에 이르는 중대한 사건이 발생했다.
　　현지 주둔 방위군은 3시간 내로 오염 지역에 진입했으나, 이미 1만 명에 가까운 주민들이 감염된 상태였다. 방위군은 상황을 상부에 보고한 후 안전 지역으로 주민들을 대피시키려 했지만 실패했으며, 결국 생존자는 한 명도 남지 않았다.
　　오염 확산을 차단하기 위해 방위군은 최종적으로 폐허가 된 도시에 대한 폭격을 감행했다.
　　바르샤바 사건으로 인해 사망한 민간인은 약 18,000명에 달한다."
433,"[433] 2088년 1월 6일, 한 연구소에서 의학 연구용 실험 장비 및 백신을 이송하던 중, <keyword=8>남련</keyword> 특수작전 부대의 기습을 받았다. 이 과정에서 정체불명의 위험한 무기가 투하되었으며, 그로 인해 발샤 지역 주민들이 오염되어 대규모 사망에 이르는 중대한 사건이 발생했다.
　　현지 주둔 방위군은 3시간 내로 오염 지역에 진입했으나, 이미 1만 명에 가까운 주민들이 감염된 상태였다. 방위군은 상황을 상부에 보고한 후 안전 지역으로 주민들을 대피시키려 했지만 실패했으며, 결국 생존자는 한 명도 남지 않았다.
　　오염 확산을 차단하기 위해 방위군은 최종적으로 폐허가 된 도시에 대한 폭격을 감행했다.
　　바르샤바 사건으로 인해 사망한 민간인은 약 18,000명에 달한다."
440,[440] 바르샤바 사건
442,"[442] 2088년 1월 6일, 한 연구소에서 위험한 생화학 실험 물질 ""Cp57""을 이송하던 중, 63번 국도에서 교통사고가 발생하여 물질이 유출되는 중대한 사고가 일어났다.
　　특별 대응 부대 ""웨어울프""는 3시간 내로 오염 지역에 진입했으나, 이미 수천 명이 오염 물질에 노출되었고, 약 1만 명이 위험 지역 내에 갇힌 상태였다. 이에 따라, ""울프팩"" 부대는 즉시 오염 지역에서 철수하고, 감염 확산을 막기 위해 610번 및 850번 도로 교량을 폭파하여 삼각 구역을 봉쇄했다.
　　루련 유럽 긴급 사태부는 즉각적인 결정을 내려 공군 폭격기 부대를 출동시켰으며, 사고 발생 12시간 내에 연소탄을 사용해 해당 삼각 구역 내 모든 건물을 전소시켰다.
　　폭격 당시 해당 지역 주민 중 약 20%는 생명이 위독한 상태였으며, 40%는 오염 물질에 노출된 상태였다.
　　바르샤바 사건으로 인해 사망한 민간인은 약 18,000명에 달한다."
443,"[443] 2088년 1월 6일, 한 연구소에서 위험한 생화학 실험 물질 <keyword=56>""Cp57""</keyword>을 이송하던 중, 63번 국도에서 교통사고가 발생하여 물질이 유출되는 중대한 사고가 일어났다.
　　특별 대응 부대 <keyword=18>""웨어울프""</keyword>는 3시간 내로 오염 지역에 진입했으나, 이미 수천 명이 오염 물질에 노출되었고, 약 1만 명이 위험 지역 내에 갇힌 상태였다. 이에 따라, ""울프팩"" 부대는 즉시 오염 지역에서 철수하고, 감염 확산을 막기 위해 610번 및 850번 도로 교량을 폭파하여 삼각 구역을 봉쇄했다.
　　<keyword=7>루련</keyword> 유럽 긴급 사태부는 즉각적인 결정을 내려 공군 폭격기 부대를 출동시켰으며, 사고 발생 12시간 내에 연소탄을 사용해 해당 삼각 구역 내 모든 건물을 전소시켰다.
　　폭격 당시 해당 지역 주민 중 약 20%는 생명이 위독한 상태였으며, 40%는 오염 물질에 노출된 상태였다.
　　바르샤바 사건으로 인해 사망한 민간인은 약 18,000명에 달한다."
460,[460] 항 ELID 백신
462,"[462] 남극 연방의 과학자가 연구해 낸 광역성 저복사 감염증（ELID） 백신을 말한다. 
　　남극의 도시는 남극 공동 유적 위에 위치하기 때문에 남극 과학자들은 일찍부터 안티 방사능 유전자 치료에 관한 연구를 시작했다. 
　　안정된 후 항 ELID 백신은 현재 남련 국민들에 대한 강력한 요구사항이다. 모든 국민은 적어도 한 번의 안티방사능 유전자 치료를 받아야 하고 새롭게 태어난 남련 국민은 임신 후 그리고 한 살 때 두 번의 안티 방사능 유전자 치료를 받아야 한다. 두 번의 방사능 유전자 치료를 받은 남련 국민은 보통 적은 양에 대한 붕괴 방사선 면역을 가지게 되며 경도의 붕괴 방사선 조사하에 장기간 살 수 있다."
463,"[463] <keyword=8>남극 연방</keyword>의 과학자가 연구해 낸 <keyword=42>광역성 저복사 감염증（ELID） </keyword>백신을 말한다. 
　　남극의 도시는 남극 공동 <keyword=55>유적 위에 위치하기 때문에 남극 과학자들은 일찍부터 안티 방사능 유전자 치료에 관한 연구를 시작했다. 
　　안정된 후 항 ELID 백신은 현재 남련 국민들에 대한 강력한 요구사항이다. 모든 국민은 적어도 한 번의 안티방사능 유전자 치료를 받아야 하고 새롭게 태어난 남련 국민은 임신 후 그리고 한 살 때 두 번의 안티 방사능 유전자 치료를 받아야 한다. 두 번의 방사능 유전자 치료를 받은 남련 국민은 보통 적은 양에 대한 붕괴 방사선 면역을 가지게 되며 경도의 붕괴 방사선 조사하에 장기간 살 수 있다."
482,"[482] 입자파（방사능）을 말하며 성분은 알려지지 않았다. 관찰 가능한 유일한 물질은 밀봉된 원형 편광 장치의 작용으로 시각화되는 바닥 쿼크와 광자이며, 거시적으로 녹색 빛을 반사하는 흐름 같은 물질（비액체）이다. 
　　붕괴액은 본질적으로 고밀도 입자의 집합이다, 순간적으로 고온 폭발하면 바로 붕괴 입자로 변한다. 붕괴 입자는 고도의 방사성을 가지고 있다. 물질을 고속으로 투과하고 양자 은폐 상태로 전화되어 사방으로 발사해 세포의 변이를 일으켜 ‘광역성 저복사 감염증’을 유발한다."
483,"[483] 입자파（방사능）을 말하며 성분은 알려지지 않았다. 관찰 가능한 유일한 물질은 밀봉된 원형 편광 장치의 작용으로 시각화되는 바닥 쿼크와 광자이며, 거시적으로 녹색 빛을 반사하는 흐름 같은 물질（비액체）이다. 
　　붕괴액은 본질적으로 고밀도 입자의 집합이다, 순간적으로 고온 폭발하면 바로 붕괴 입자로 변한다. 붕괴 입자는 고도의 방사성을 가지고 있다. 물질을 고속으로 투과하고 양자 은폐 상태로 전화되어 사방으로 발사해 세포의 변이를 일으켜 <keyword=42>‘광역성 저복사 감염증’</keyword>을 유발한다."
492,"[492] 광역성 저복사 감염증（ELID）에 완전히 면역된 개체를 말한다. 
　　알려진 완전면역체의 해부학적 및 생물학적 조직 분석 결과, 그들의 조직과 장기는 붕괴 방사능 영역에 완전히 적응했고 오히려 붕괴 방사능 부족으로 면역 교란 및 장기 부전이 발생할 수 있음을 발견했다. 
　　현재 알려진 첫 번째 완전면역체는 가와사키 가즈사（델타 3호라고도 함）이다. 
　　이후 인공적으로 만들어진 완전면역체는 붕괴 방사선 구역과 정상 구역 모두에서 생존할 수 있는 능력을 갖기 시작했다."
493,"[493] <keyword=42>광역성 저복사 감염증（ELID）</keyword>에 완전히 면역된 개체를 말한다. 
　　알려진 완전면역체의 해부학적 및 생물학적 조직 분석 결과, 그들의 조직과 장기는 붕괴 방사능 영역에 완전히 적응했고 오히려 붕괴 방사능 부족으로 면역 교란 및 장기 부전이 발생할 수 있음을 발견했다. 
　　현재 알려진 첫 번째 완전면역체는 가와사키 가즈사（델타 3호라고도 함）이다. 
　　이후 인공적으로 만들어진 완전면역체는 붕괴 방사선 구역과 정상 구역 모두에서 생존할 수 있는 능력을 갖기 시작했다."
500,[500] 시온 공간
502,[502] ‘삼여신 계획’의 관측 대상인 ‘제퓨티’（G-179）가 가진 ‘유적’과 연결된 후의 고차원 의식 공간을 말하며 이 공간이 만들어진 이유는 불명이다.
503,[503] <keyword=33>‘삼여신 계획’</keyword>의 관측 대상인 ‘제퓨티’（G-179）가 가진 <keyword=55>‘유적’</keyword>과 연결된 후의 고차원 의식 공간을 말하며 이 공간이 만들어진 이유는 불명이다.
522,"[522] G-179 ‘제퓨티’가 설계하고 필리프 박사가 도와 만든 기계를 말한다. 리겔을 위해 만들어졌다. 머리에 쓰는 장치이며 영삭의 모체가 리겔의 컨셔스 파노라마에 대해 탐측, 감지 및 제어하는 것을 차단한다."
523,"[523] G-179 ‘제퓨티’가 설계하고 <keyword=5>필리프 박사</keyword>가 도와 만든 기계를 말한다. 리겔을 위해 만들어졌다. 머리에 쓰는 장치이며 <keyword=54>영삭의 모체</keyword>가 리겔의 컨셔스 파노라마에 대해 탐측, 감지 및 제어하는 것을 차단한다."
542,"[542] 분열 소체와 대비되는 개념이며 전체 명칭은 영삭의 모체이다. 번호는 'Σ'이며 모체가 하나 이상이다.
　　분열 재생 특성을 가리킨다. 실험체 G-214 ‘노엘르’를 집어삼킨 후 탄생한 자아의식을 가진 최고단계의 슈라이크 개체이다. 이 슈라이크가 분열한 모든 슈라이크 분열 소체를 제어할 수 있고 죽은 후에는 제어하는 모든 분열 소체도 죽는다."
543,"[543] <keyword=53>분열 소체</keyword>와 대비되는 개념이며 전체 명칭은 영삭의 모체이다. 번호는 'Σ'이며 모체가 하나 이상이다.
　　분열 재생 특성을 가리킨다. 실험체 G-214 ‘노엘르’를 집어삼킨 후 탄생한 자아의식을 가진 최고단계의 슈라이크 개체이다. 이 슈라이크가 분열한 모든 슈라이크 분열 소체를 제어할 수 있고 죽은 후에는 제어하는 모든 분열 소체도 죽는다."
562,"[562] ‘무지개빛’ 실험팀이 발견한 줄기세포 57호를 말하며, 이는 중요한 실험원료 중 하나이다. 
　　원래는 바르샤바 교외의 한 실험실 중 ‘새 덫’ 시스템을 갖춘 5급 바이오 안전 레벨 실험실의 밀폐된 액체 질소 저장 탱크에 보관되어 있었다. 코트네임: 슈라이크. 
　　해당 실험 원료는 어떤 상황에서도 5급 바이오 안전 레벨의 저장 조건에서 벗어나서는 안 되기 때문에 유출 사고 방지를 위해 ‘새덫’ 시스템을 설계 및 제작했다. 또한 특별반응부대인 ‘웨어울프’을 만들었다. 
　　소유자: 윌리엄"
563,"[563] ‘무지개빛’ 실험팀이 발견한 줄기세포 57호를 말하며, 이는 중요한 실험원료 중 하나이다. 
　　원래는 바르샤바 교외의 한 실험실 중 ‘새 덫’ 시스템을 갖춘 5급 바이오 안전 레벨 실험실의 밀폐된 액체 질소 저장 탱크에 보관되어 있었다. 코트네임: 슈라이크.
　　해당 실험 원료는 어떤 상황에서도 5급 바이오 안전 레벨의 저장 조건에서 벗어나서는 안 되기 때문에 유출 사고 방지를 위해 ‘새덫’ 시스템을 설계 및 제작했다. 또한 특별반응부대인 <keyword=18>‘웨어울프’</keyword>을 만들었다. 
　　소유자: 윌리엄"
600,[600] 컨셔스 파노라마
